churn_id,customer_id,churn
488,3649-JPUGY,No
489,4472-LVYGI,No
490,8372-JUXUI,Yes
491,3552-CTCYF,No
492,6778-YSNIH,No
493,0388-EOPEX,Yes
494,5756-OZRIO,No
495,6579-JPICP,No
496,8205-OTCHB,Yes
497,4134-BSXLX,No
498,0505-SPOOW,No
499,6235-VDHOM,Yes
500,7783-YKGDV,Yes
501,4374-YMUSQ,No
502,4513-CXYIX,No
503,3957-HHLMR,No
504,7803-XOCCZ,No
505,5736-YEJAX,No
506,5609-CEBID,Yes
507,8981-FJGLA,No
508,7218-HKQFK,Yes
509,4636-QRJKY,Yes
510,1135-LMECX,No
511,4332-MUOEZ,No
512,8535-SFUTN,No
513,5956-VKDTT,Yes
514,8677-HDZEE,No
515,2475-MROZF,No
516,9412-GHEEC,Yes
517,3482-ABPKK,No
518,6705-LXORM,No
519,0257-ZESQC,Yes
520,7531-GQHME,No
521,5174-ITUMV,No
522,4109-CYRBD,No
523,0913-XWSCN,No
524,6825-UYPFK,Yes
525,8397-MVTAZ,Yes
526,0750-EBAIU,No
527,8606-CIQUL,No
528,3571-DPYUH,No
529,7601-GNDYK,No
530,0356-OBMAC,No
531,8067-NIOYM,No
532,1403-GYAFU,No
533,4234-XTNEA,No
534,1297-VQDRP,No
535,9282-IZGQK,Yes
536,5348-CAGXB,No
537,0621-HJWXJ,No
538,5844-QVTAT,No
539,8905-IAZPF,No
540,5394-MEITZ,No
541,6859-QNXIQ,No
542,2782-LFZVW,No
543,2866-IKBTM,No
544,1342-JPNKI,Yes
545,2817-NTQDO,Yes
546,7129-AZJDE,No
547,6986-IJDHX,Yes
548,2560-PPCHE,No
549,4676-MQUEA,No
550,8138-EALND,No
551,3580-HYCSP,No
552,1352-HNSAW,No
553,2075-PUEPR,No
554,1982-FEBTD,No
555,5301-GAUUY,Yes
556,5791-KAJFD,No
557,2654-VBVPB,No
558,1154-HYWWO,No
559,2501-XWWTZ,No
560,3716-UVSPD,No
561,6815-ABQFQ,No
562,7343-EOBEU,No
563,3701-SFMUH,No
564,6103-LIANB,No
565,7319-VENRZ,No
566,5846-NEQVZ,No
567,6967-QIQRV,No
568,5781-RFZRP,No
569,0939-YAPAF,Yes
570,0308-IVGOK,No
571,7293-LSCDV,No
572,7025-WCBNE,No
573,5756-JYOJT,No
574,4710-FDUIZ,Yes
575,6030-REHUX,No
576,9548-LIGTA,No
577,5150-LJNSR,No
578,8270-RKSAP,No
579,6522-YRBXD,No
580,2640-LYMOV,No
581,1218-VKFPE,Yes
582,3627-FHKBK,Yes
583,2865-TCHJW,Yes
584,1423-BMPBQ,No
585,2393-DIVAI,No
586,5192-EBGOV,Yes
587,4568-KNYWR,No
588,8752-IMQOS,No
589,0742-LAFQK,No
590,0795-LAFGP,No
591,0619-OLYUR,No
592,5512-IDZEI,No
593,0459-SPZHJ,No
594,0215-BQKGS,No
595,9244-ZVAPM,No
596,0719-SYFRB,Yes
597,8208-EUMTE,No
598,5172-MIGPM,No
599,1710-RCXUS,No
600,0374-FIUCA,No
601,5839-SUYVZ,No
602,5173-ZXXXL,No
603,1096-ADRUX,No
604,2001-MCUUW,No
605,2731-GJRDG,No
606,4723-BEGSG,No
607,6516-NKQBO,No
608,8672-OAUPW,No
609,8207-DMRVL,No
610,3419-SNJJD,Yes
611,6543-CPZMK,Yes
612,4765-OXPPD,Yes
613,2804-ETQDK,No
614,6689-VRRTK,No
615,7138-GIRSH,No
616,9396-ZSFLL,No
617,6464-KEXXH,No
618,7134-MJPDY,No
619,5240-CAOYT,No
620,4059-IIEBK,No
621,4881-JVQOD,No
622,0516-UXRMT,No
623,4851-BQDNX,No
624,5148-HKFIR,No
625,1009-IRMNA,Yes
626,3003-CMDUU,No
627,5016-IBERQ,No
628,6797-UCJHZ,No
629,2469-DTSGX,No
630,4554-YGZIH,Yes
631,5099-BAILX,Yes
632,9931-KGHOA,No
633,1775-KWJKQ,No
634,7665-VIGUD,No
635,9411-TPQQV,No
636,7207-RMRDB,Yes
637,7954-MLBUN,No
638,2077-DDHJK,No
639,4913-EHYUI,Yes
640,0195-IESCP,Yes
641,9574-BOSMD,No
642,4580-TMHJU,Yes
643,0970-ETWGE,Yes
644,4908-XAXAY,No
645,8404-VLQFB,No
646,1626-ERCMM,Yes
647,0887-HJGAR,Yes
648,2391-IPLOP,No
649,5644-PDMZC,Yes
650,3509-GWQGF,No
651,9576-ANLXO,Yes
652,2024-BASKD,Yes
653,5845-BZZIB,No
654,1140-UKVZG,No
655,4160-AMJTL,Yes
656,5183-SNMJQ,No
657,8100-PNJMH,No
658,7838-LAZFO,No
659,4464-JCOLN,Yes
660,2085-JVGAD,No
661,5650-VDUDS,Yes
662,8095-WANWK,No
663,3030-ZKIWL,No
664,9565-FLVCG,No
665,8755-OGKNA,No
666,2800-VEQXM,No
667,7538-GWHML,Yes
668,5533-RJFTJ,No
669,3859-CVCET,Yes
670,0214-JHPFW,No
671,7449-HVPIV,No
672,5642-MHDQT,No
673,3088-FVYWK,No
674,3276-HDUEG,Yes
675,9092-GDZKO,No
676,0823-HSCDJ,Yes
677,3729-OWRVL,No
678,2324-AALNO,No
679,0822-GAVAP,Yes
680,5760-IFJOZ,No
681,2826-UWHIS,No
682,1448-PWKYE,Yes
683,7501-IWUNG,No
684,4957-TREIR,No
685,7251-LJBQN,No
686,8040-MNRTF,No
687,1536-HBSWP,No
688,5313-FPXWG,No
689,0067-DKWBL,Yes
690,0946-FKYTX,No
691,5076-YVXCM,No
692,8262-COGGB,No
693,6663-JOCQO,No
694,9620-QJREV,No
695,2276-YDAVZ,Yes
696,2682-KEVRP,No
697,2480-JZOSN,No
698,0078-XZMHT,No
699,5896-NPFWW,Yes
700,9978-HYCIN,No
701,8338-QIUNR,No
702,1525-LNLOJ,No
703,9450-TRJUU,No
704,1766-GKNMI,No
705,6942-LBFDP,No
706,1456-TWCGB,No
707,7133-VBDCG,Yes
708,7596-ZYWBB,No
709,8329-UTMVM,No
710,3014-WJKSM,No
711,3347-YJZZE,No
712,1029-QFBEN,Yes
713,7929-DMBCV,No
714,9661-JALZV,No
715,5433-KYGHE,No
716,4312-KFRXN,No
717,5575-TPIZQ,No
718,0114-IGABW,No
719,9944-AEXBM,No
720,1853-ARAAQ,No
721,6952-OMNWB,No
722,4697-LUPSU,No
723,8434-VGEQQ,No
724,4952-YSOGZ,Yes
725,1589-AGTLK,Yes
726,5244-IRFIH,Yes
727,6549-YMFAW,No
728,4950-HKQTE,No
729,6786-OBWQR,No
730,2684-EIWEO,Yes
731,2753-JMMCV,No
732,6439-GTPCA,Yes
733,6621-YOBKI,No
734,1216-JWVUX,No
735,7564-GHCVB,No
736,1173-NOEYG,No
737,7595-EHCDL,No
738,6647-ZEDXT,No
739,2521-NPUZR,No
740,1307-TVUFB,No
741,7503-MIOGA,No
742,4381-MHQDC,No
743,6923-JHPMP,No
744,5138-WVKYJ,Yes
745,4018-PPNDW,No
746,1635-FJFCC,No
747,2499-AJYUA,No
748,6919-ELBGL,No
749,3966-HRMZA,No
750,6425-JWTDV,No
751,8405-IGQFX,No
752,8224-IVVPA,No
753,9477-LGWQI,No
754,1410-RSCMR,No
755,3115-CZMZD,No
756,0139-IVFJG,No
757,6683-VLCTZ,Yes
758,5730-DBDSI,No
759,0030-FNXPP,No
760,2189-WWOEW,Yes
761,5684-FJVYR,No
762,4013-GUXND,No
763,1894-IGFSG,Yes
764,7379-POKDZ,Yes
765,1266-NZYUI,No
766,7969-FFOWG,No
767,4718-DHSMV,No
768,5175-WLYXL,No
769,7817-OMJNA,No
770,8728-SKJLR,No
771,3137-NYQQI,No
772,7706-DZNKK,No
773,0236-HFWSV,Yes
774,3900-AQPHZ,Yes
775,5842-POCOP,Yes
776,2037-XJFUP,Yes
777,8823-RLPWL,No
778,9505-SQFSW,No
779,7314-OXENN,Yes
780,3758-CKOQL,No
781,0322-CHQRU,Yes
782,5676-CFLYY,No
783,7521-AFHAB,No
784,0285-INHLN,No
785,4678-DVQEO,Yes
786,5125-CNDSP,No
787,0691-IFBQW,Yes
788,4992-LTJNE,No
789,2202-OUTMO,No
790,0810-BDHAW,No
791,0229-LFJAF,No
792,7131-ZQZNK,No
793,3442-ZHHCC,No
794,5726-CVNYA,No
795,9871-ELEYA,No
796,4257-GAESD,No
797,5173-WXOQV,No
798,2040-OBMLJ,No
799,6286-ZHAOK,No
800,3807-XHCJH,No
801,3009-JWMPU,Yes
802,5671-RQRLP,No
803,1450-GALXR,Yes
804,8859-AXJZP,No
805,3174-AKMAS,No
806,3138-BKYAV,Yes
807,9926-PJHDQ,No
808,7382-DFJTU,No
809,2798-NYLMZ,No
810,4289-DTDKW,Yes
811,1820-TQVEV,Yes
812,2239-JALAW,Yes
813,4853-RULSV,Yes
814,8098-TDCBU,No
815,3551-GAEGL,No
816,4785-NKHCX,No
817,3196-NVXLZ,No
818,6275-YDUVO,Yes
819,0036-IHMOT,No
820,0115-TFERT,Yes
821,4178-EGMON,No
822,4220-TINQT,No
823,5318-YKDPV,No
824,7975-TZMLR,No
825,0295-QVKPB,No
826,4335-BSMJS,No
827,2311-QYMUQ,Yes
828,3643-AHCFP,Yes
829,9146-JRIOX,No
830,3104-OWCGK,Yes
831,5337-IIWKZ,No
832,9101-BWFSS,Yes
833,9650-VBUOG,No
834,3487-EARAT,No
835,2672-TGEFF,No
836,9231-ZJYAM,Yes
837,4250-WAROZ,No
838,8184-WMOFI,No
839,6982-SSHFK,Yes
840,6092-QZVPP,No
841,4625-LAMOB,No
842,0727-BMPLR,Yes
843,0392-BZIUW,No
844,1038-ZAGBI,Yes
845,6549-NNDYT,No
846,3027-ZTDHO,Yes
847,0422-OHQHQ,No
848,6916-HIJSE,No
849,2316-ESMLS,No
850,9778-OGKQZ,No
851,7408-OFWXJ,No
852,6007-TCTST,No
853,2252-NKNSI,No
854,8713-IGZSO,No
855,7905-TVXTA,No
856,7695-PKLCZ,No
857,2382-BCKQJ,Yes
858,8374-UULRV,No
859,2207-NHRJK,Yes
860,3224-DFQNQ,No
861,5275-PMFUT,No
862,4795-UXVCJ,No
863,9777-IQHWP,No
864,0947-MUGVO,Yes
865,9944-HKVVB,Yes
866,4124-MMETB,Yes
867,3671-SHRSP,Yes
868,0979-MOZQI,No
869,2732-ISEZX,No
870,3313-QKNKB,Yes
871,0323-XWWTN,No
872,1937-OTUKY,No
873,1573-LGXBA,No
874,1764-VUUMT,No
875,5073-WXOYN,Yes
876,4713-ZBURT,No
877,3050-GBUSH,No
878,0207-MDKNV,Yes
879,7876-AEHIG,No
880,7945-HLKEA,No
881,9342-VNIMQ,No
882,9851-KIELU,Yes
883,3523-BRGUW,No
884,3908-BLSYF,Yes
885,3199-NPKCN,No
886,5170-PTRKA,No
887,4661-NJEUX,No
888,2123-AGEEN,No
889,1258-YMZNM,No
890,0048-LUMLS,No
891,7549-MYGPK,Yes
892,5898-IGSLP,No
893,3804-RVTGV,Yes
894,6259-WJQLC,No
895,9227-LUNBG,Yes
896,7997-EASSD,No
897,0730-KOAVE,No
898,8975-SKGRX,No
899,0678-RLHVP,No
900,4315-MURBD,Yes
901,2267-FPIMA,No
902,1051-GEJLJ,No
903,9734-YWGEX,Yes
904,2719-BDAQO,Yes
905,5285-MVEHD,No
906,0379-DJQHR,No
907,0781-LKXBR,Yes
908,5543-QDCRY,No
909,0297-RBCSG,No
910,4694-PHWFW,No
911,0835-JKADZ,No
912,1907-UBQFC,Yes
913,7508-SMHXL,No
914,3865-YIOTT,No
915,5993-BQHEA,No
916,6024-RUGGH,No
917,6513-EECDB,Yes
918,3956-CJUST,No
919,4079-WWQQQ,No
920,6103-BOCOU,No
921,5149-TGWDZ,No
922,7471-WNSUF,No
923,8942-DBMHZ,No
924,4301-VVZKA,No
925,9199-PWQVC,No
926,4824-GUCBY,No
927,5393-HJZSM,No
928,7074-IEVOJ,Yes
929,9625-QSTYE,Yes
930,0862-PRCBS,No
931,8812-ZRHFP,No
932,5146-CBVOE,No
933,0454-OKRCT,No
934,5787-KXGIY,No
935,4750-ZRXIU,Yes
936,4198-VFOEA,No
937,6630-UJZMY,No
938,5709-LVOEQ,No
939,6400-BWQKW,Yes
940,2692-AQCPF,No
941,0347-UBKUZ,No
942,0835-DUUIQ,No
943,0811-GSDTP,No
944,7567-ECMCM,No
945,6115-ZTBFQ,No
946,6353-BRMMA,No
947,6680-WKXRZ,Yes
948,6231-WFGFH,No
949,9904-EHEVJ,No
950,7028-DVOIQ,Yes
951,6169-PPETC,No
952,4208-UFFGW,Yes
953,8584-KMVXD,No
954,8467-WYNSR,No
955,0851-DFJKB,No
956,5382-SOYZL,No
957,9448-REEVD,Yes
958,3261-CQXOL,No
959,8388-FYNPZ,No
960,4002-BQWPQ,No
961,5651-YLPRD,No
962,2826-DXLQO,No
963,4378-BZYFP,No
964,9489-UTFKA,No
965,4849-PYRLQ,No
966,9117-SHLZX,Yes
967,9889-TMAHG,Yes
968,4541-RMRLG,Yes
969,7764-BDPEE,No
970,3429-IFLEM,No
971,3158-MOERK,Yes
972,7294-TMAOP,Yes
973,5002-GCQFH,No
974,0556-FJEGU,No
975,8919-FYFQZ,Yes
976,0604-THJFP,No
977,2834-JRTUA,Yes
978,5875-YPQFJ,Yes
979,5879-SESNB,No
980,6646-QVXLR,Yes
981,6461-PPAXN,No
982,3318-ISQFQ,No
983,1106-HRLKZ,No
984,2483-XSSMZ,No
985,8603-IJWDN,Yes
986,8165-ZJRNM,No
987,9369-XFEHK,Yes
988,2604-XVDAM,No
989,3717-OFRTN,No
990,9046-JBFWA,No
991,3280-NMUVX,No
992,1206-EHBDD,No
993,8361-LBRDI,No
994,4883-KCPZJ,No
995,9108-EQPNQ,No
996,7277-KAMWT,No
997,3842-IYKUE,Yes
998,6641-XRPSU,Yes
999,1374-DMZUI,Yes
1000,2545-LXYVJ,No
1001,3234-VKACU,No
1002,8357-EQXFO,Yes
1003,1989-PRJHP,Yes
1004,8120-JDCAM,No
1005,8917-FAEMR,No
1006,7047-YXDMZ,No
1007,2858-EIMXH,No
1008,9524-EGPJC,Yes
1009,6993-OHLXR,Yes
1010,8818-XYFCQ,Yes
1011,6419-ZTTLE,No
1012,0929-HYQEW,No
1013,6614-YOLAC,No
1014,7426-RHZGU,No
1015,4065-JJAVA,No
1016,4695-VADHF,Yes
1017,3863-IUBJR,Yes
1018,7649-SIJJF,No
1019,9361-YNQWJ,No
1020,3748-FVMZZ,No
1021,9391-TTOYH,No
1022,1452-XRSJV,No
1023,3422-WJOYD,No
1024,8242-SOQUO,No
1025,7460-ITWWP,No
1026,7147-AYBAA,No
